state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
oregon,4681,no,basic,bachelor,disabled,f,14606,suburban,married,72,2,94,5.0,4,personal auto,personal l2,offer3,call center,439,four-door car,medsize,1
california,2538,yes,basic,bachelor,retired,m,18608,suburban,divorced,71,15,24,0.0,1,special auto,special l3,offer2,web,340,four-door car,medsize,2
california,33473,yes,basic,bachelor,employed,f,33190,suburban,divorced,106,18,95,0.0,2,personal auto,personal l2,offer1,web,508,suv,medsize,1
arizona,3398,no,extended,high school or below,unemployed,f,0,suburban,married,92,7,75,0.0,1,personal auto,personal l2,offer4,agent,611,two-door car,medsize,2
oregon,4595,no,basic,bachelor,employed,m,76357,rural,married,117,18,96,1.0,1,personal auto,personal l3,offer1,call center,4,suv,medsize,2
oregon,7334,no,basic,college,employed,f,83926,rural,married,181,31,88,0.0,1,personal auto,personal l1,offer3,agent,124,luxury car,medsize,1
california,5377,no,basic,high school or below,employed,m,35637,suburban,married,68,13,11,0.0,9,personal auto,personal l1,offer3,branch,326,four-door car,medsize,2
oregon,2635,no,basic,high school or below,employed,f,93884,suburban,married,65,7,10,0.0,1,personal auto,personal l3,offer4,branch,312,four-door car,small,1
california,11373,no,extended,master,employed,f,87810,rural,married,94,15,26,3.0,2,personal auto,personal l1,offer3,agent,225,four-door car,medsize,1
nevada,44856,no,extended,doctor,employed,f,61675,urban,married,123,35,54,0.0,2,corporate auto,corporate l1,offer1,call center,482,suv,medsize,2
oregon,14203,no,basic,bachelor,employed,m,90456,rural,married,71,26,40,0.0,2,personal auto,personal l3,offer4,agent,165,four-door car,medsize,1
arizona,7412,no,premium,college,unemployed,m,0,suburban,single,112,32,74,0.0,5,personal auto,personal l3,offer4,call center,806,four-door car,medsize,1
california,33873,no,basic,college,employed,f,59744,urban,married,105,1,79,0.0,2,personal auto,personal l2,offer1,agent,476,suv,small,2
arizona,9087,no,extended,high school or below,unemployed,m,0,suburban,married,80,7,77,0.0,2,corporate auto,corporate l2,offer1,agent,384,four-door car,medsize,1
,2690,no,basic,bachelor,employed,m,87313,suburban,divorced,67,4,5,0.0,1,personal auto,personal l1,offer2,agent,321,four-door car,small,2
arizona,5979,yes,extended,high school or below,employed,f,57693,suburban,divorced,76,16,56,0.0,3,corporate auto,corporate l3,offer2,agent,547,four-door car,medsize,2
california,5006,no,basic,high school or below,unemployed,f,0,suburban,single,71,16,4,0.0,5,personal auto,personal l3,offer2,call center,358,,,1
nevada,2796,no,basic,bachelor,employed,f,54655,urban,married,70,34,9,1.0,1,corporate auto,corporate l3,offer1,agent,186,four-door car,small,1
oregon,2659,yes,extended,college,unemployed,f,0,suburban,divorced,87,4,4,3.0,1,special auto,special l3,offer2,agent,420,four-door car,medsize,2
california,21766,no,premium,high school or below,unemployed,f,0,suburban,married,290,11,18,0.0,5,personal auto,personal l3,offer1,call center,1550,luxury car,medsize,1
california,6409,no,extended,high school or below,unemployed,f,0,suburban,single,99,14,48,2.0,9,personal auto,personal l1,offer1,branch,712,two-door car,medsize,1
oregon,4605,yes,basic,college,medical leave,f,22571,suburban,single,63,15,51,0.0,9,corporate auto,corporate l3,offer2,web,302,four-door car,large,1
california,7637,no,basic,bachelor,unemployed,f,0,suburban,single,71,1,29,0.0,2,personal auto,personal l2,offer1,call center,340,four-door car,large,1
california,5445,no,extended,high school or below,employed,m,21006,suburban,married,139,14,9,1.0,1,personal auto,personal l2,offer4,branch,667,suv,medsize,1
california,5015,no,extended,college,employed,f,73809,urban,married,125,5,57,0.0,1,special auto,special l1,offer1,branch,537,suv,medsize,2
nevada,5639,yes,basic,high school or below,employed,m,73168,suburban,married,70,21,50,0.0,3,personal auto,personal l3,offer2,agent,425,four-door car,medsize,1
oregon,8861,no,basic,high school or below,employed,f,58480,suburban,divorced,113,6,35,1.0,5,personal auto,personal l3,offer2,branch,542,suv,medsize,1
nevada,10745,no,extended,college,employed,m,39135,suburban,divorced,91,8,56,0.0,2,personal auto,personal l1,offer1,agent,436,four-door car,small,1
arizona,4880,no,extended,college,employed,m,52819,rural,divorced,124,16,89,0.0,1,personal auto,personal l1,offer1,branch,282,suv,medsize,2
oregon,2912,no,extended,bachelor,unemployed,m,0,suburban,single,88,29,81,0.0,1,personal auto,personal l1,offer3,agent,633,four-door car,medsize,1
california,2795,no,basic,college,employed,f,40516,rural,married,70,21,31,0.0,1,personal auto,personal l3,offer2,web,137,two-door car,small,1
california,2369,no,basic,bachelor,unemployed,f,0,suburban,single,68,35,35,0.0,1,personal auto,personal l2,offer1,call center,487,four-door car,small,2
arizona,3061,no,extended,college,employed,m,88362,suburban,single,78,9,63,0.0,1,personal auto,personal l1,offer2,call center,452,two-door car,medsize,1
california,7694,no,basic,bachelor,employed,f,32303,rural,married,65,13,34,0.0,2,personal auto,personal l1,offer3,branch,45,four-door car,medsize,1
arizona,7942,no,basic,master,employed,m,41832,suburban,married,66,19,15,0.0,2,personal auto,personal l3,offer1,call center,402,four-door car,small,1
arizona,6521,yes,extended,college,employed,f,72608,suburban,married,82,26,19,3.0,8,special auto,special l2,offer2,agent,393,four-door car,medsize,1
california,4970,no,basic,college,employed,m,49714,urban,married,63,29,64,3.0,4,personal auto,personal l3,offer3,branch,266,four-door car,medsize,2
oregon,5107,yes,basic,bachelor,employed,f,35625,urban,married,65,10,56,1.0,3,personal auto,personal l3,offer2,agent,288,four-door car,medsize,1
oregon,8653,no,basic,doctor,employed,m,69704,rural,married,72,25,92,0.0,2,personal auto,personal l3,offer4,agent,89,two-door car,medsize,2
arizona,29328,no,extended,master,employed,f,32006,rural,single,94,15,7,0.0,2,corporate auto,corporate l3,offer2,call center,56,four-door car,medsize,2
california,8161,no,basic,high school or below,employed,f,73466,rural,married,102,2,71,1.0,6,personal auto,personal l1,offer3,call center,204,suv,medsize,2
california,19160,yes,extended,master,employed,f,22705,suburban,divorced,239,19,59,0.0,7,personal auto,personal l1,offer2,agent,1294,luxury suv,medsize,2
,5744,no,basic,high school or below,employed,f,68987,urban,married,71,11,40,0.0,6,personal auto,personal l1,offer1,branch,204,four-door car,medsize,1
california,2435,no,basic,bachelor,employed,f,40921,rural,married,62,0,50,2.0,1,corporate auto,corporate l2,offer3,agent,10,,,1
california,3226,no,extended,college,employed,f,91774,urban,single,81,4,21,0.0,1,personal auto,personal l3,offer1,call center,285,,,1
california,3548,no,premium,college,unemployed,m,0,suburban,single,103,17,18,0.0,1,corporate auto,corporate l2,offer2,web,741,four-door car,small,2
california,5096,yes,basic,master,disabled,f,22886,suburban,divorced,65,9,81,0.0,3,personal auto,personal l3,offer1,agent,312,four-door car,small,1
oregon,2004,yes,basic,college,unemployed,f,0,suburban,divorced,66,16,35,4.0,1,special auto,special l2,offer1,branch,316,four-door car,small,2
california,3059,no,extended,college,unemployed,m,0,suburban,single,88,26,73,0.0,1,personal auto,personal l2,offer1,branch,633,four-door car,small,1
oregon,13466,yes,basic,high school or below,disabled,f,11432,suburban,married,119,11,9,0.0,2,personal auto,personal l2,offer2,agent,571,suv,small,2
arizona,3095,no,extended,college,employed,f,33415,suburban,divorced,78,15,44,0.0,1,personal auto,personal l3,offer2,branch,374,four-door car,medsize,2
,7511,no,basic,bachelor,unemployed,f,0,suburban,single,70,9,96,0.0,2,personal auto,personal l3,offer1,branch,340,four-door car,medsize,1
california,13452,no,premium,college,employed,m,32356,urban,married,117,11,35,2.0,2,personal auto,personal l1,offer1,agent,428,two-door car,medsize,1
oregon,2548,no,basic,master,employed,f,43731,urban,married,64,35,12,2.0,1,special auto,special l3,offer3,web,162,four-door car,medsize,2
arizona,2722,yes,basic,college,medical leave,f,17576,suburban,married,71,29,70,0.0,1,personal auto,personal l1,offer2,call center,398,four-door car,medsize,2
oregon,8022,no,basic,high school or below,employed,m,53231,suburban,married,101,23,26,0.0,3,personal auto,personal l3,offer4,call center,484,suv,small,2
arizona,2592,no,basic,high school or below,employed,m,57563,suburban,divorced,66,7,61,0.0,1,personal auto,personal l2,offer1,branch,316,four-door car,medsize,1
oregon,4929,yes,basic,bachelor,employed,m,25632,suburban,married,63,27,52,0.0,7,personal auto,personal l3,offer2,call center,351,two-door car,medsize,1
oregon,3527,no,extended,college,disabled,f,26156,suburban,single,96,27,50,0.0,1,corporate auto,corporate l2,offer2,agent,460,four-door car,medsize,2
nevada,5234,no,extended,high school or below,employed,f,66957,suburban,married,131,31,4,1.0,1,personal auto,personal l1,offer2,web,628,suv,medsize,1
california,2114,no,basic,bachelor,unemployed,f,0,suburban,single,72,30,69,5.0,1,personal auto,personal l2,offer3,web,518,four-door car,medsize,2
washington,2628,no,extended,high school or below,unemployed,m,0,suburban,single,89,12,73,4.0,1,personal auto,personal l3,offer1,branch,640,four-door car,small,2
arizona,4766,no,basic,bachelor,medical leave,f,29177,suburban,married,64,5,20,2.0,5,personal auto,personal l3,offer1,call center,307,four-door car,large,2
california,24337,no,extended,high school or below,unemployed,m,0,suburban,single,85,5,15,1.0,2,personal auto,personal l2,offer2,agent,612,four-door car,medsize,1
california,3193,no,extended,bachelor,employed,f,93405,urban,married,79,0,78,0.0,1,corporate auto,corporate l3,offer2,agent,202,four-door car,medsize,2
arizona,8427,yes,extended,bachelor,employed,f,46503,suburban,divorced,215,4,21,1.0,1,personal auto,personal l2,offer1,agent,1032,luxury suv,medsize,2
california,15284,no,basic,bachelor,employed,m,48885,suburban,married,190,31,90,0.0,9,personal auto,personal l3,offer3,web,1090,luxury car,medsize,2
,7901,no,basic,high school or below,unemployed,m,0,suburban,single,113,35,83,0.0,5,personal auto,personal l3,offer1,call center,1258,suv,medsize,2
california,7013,no,extended,high school or below,employed,m,92107,rural,divorced,88,7,38,0.0,5,personal auto,personal l3,offer2,agent,16,four-door car,medsize,1
california,4965,no,basic,high school or below,unemployed,f,0,suburban,single,73,4,71,1.0,8,personal auto,personal l3,offer3,call center,525,two-door car,small,1
washington,3041,no,extended,bachelor,disabled,f,13789,suburban,divorced,79,8,49,0.0,1,personal auto,personal l3,offer4,call center,379,four-door car,medsize,1
,5445,no,extended,high school or below,employed,m,21006,suburban,married,139,14,9,1.0,1,personal auto,personal l2,offer4,branch,667,suv,medsize,1
arizona,2722,no,basic,college,disabled,m,20867,suburban,married,71,0,79,0.0,1,personal auto,personal l3,offer4,agent,340,four-door car,medsize,2
nevada,9113,no,premium,high school or below,employed,f,76700,urban,married,112,13,60,0.0,5,personal auto,personal l2,offer2,branch,322,four-door car,small,1
,20461,no,premium,bachelor,employed,m,87502,urban,married,102,20,28,0.0,2,personal auto,personal l3,offer2,branch,421,four-door car,medsize,2
,6503,no,extended,high school or below,disabled,f,22081,suburban,married,84,15,9,0.0,6,personal auto,personal l1,offer1,agent,451,two-door car,small,2
arizona,10169,no,extended,high school or below,unemployed,f,0,suburban,married,135,32,61,0.0,8,personal auto,personal l3,offer1,agent,648,sports car,medsize,1
california,3544,no,extended,master,employed,m,40658,suburban,single,90,25,20,0.0,1,personal auto,personal l2,offer3,branch,502,two-door car,medsize,2
oregon,6680,no,extended,bachelor,employed,f,24432,rural,married,87,19,44,3.0,6,corporate auto,corporate l2,offer2,branch,71,two-door car,medsize,1
washington,2878,no,basic,bachelor,employed,f,79189,rural,married,71,11,79,0.0,1,personal auto,personal l2,offer2,branch,56,,,1
california,4830,no,basic,bachelor,unemployed,m,0,suburban,divorced,72,3,64,0.0,3,corporate auto,corporate l1,offer3,agent,345,four-door car,large,1
oregon,23875,no,basic,high school or below,unemployed,f,0,suburban,married,108,8,55,0.0,2,corporate auto,corporate l3,offer4,web,612,suv,medsize,2
arizona,10357,no,basic,college,employed,f,52735,rural,married,65,21,19,0.0,2,personal auto,personal l3,offer1,call center,123,,,2
california,5171,no,basic,college,unemployed,f,0,suburban,married,69,13,90,0.0,3,corporate auto,corporate l2,offer1,agent,344,two-door car,medsize,1
california,8722,no,basic,college,employed,f,25680,urban,divorced,73,10,93,0.0,2,personal auto,personal l3,offer1,agent,332,two-door car,medsize,1
oregon,12176,no,basic,college,unemployed,m,0,suburban,single,117,5,3,0.0,2,personal auto,personal l2,offer3,web,1373,suv,medsize,2
,17526,no,extended,bachelor,employed,f,52228,suburban,married,220,29,72,1.0,8,personal auto,personal l3,offer3,agent,1056,luxury suv,medsize,1
,2150,no,basic,high school or below,unemployed,f,0,suburban,single,61,28,31,0.0,1,personal auto,personal l3,offer2,web,292,four-door car,medsize,2
washington,2638,no,basic,bachelor,employed,f,79699,suburban,married,65,24,12,0.0,1,personal auto,personal l3,offer2,call center,348,two-door car,small,2
arizona,4755,no,basic,high school or below,retired,f,21926,suburban,married,63,13,0,0.0,7,personal auto,personal l2,offer2,agent,302,four-door car,small,1
california,8257,yes,basic,bachelor,disabled,f,23815,suburban,married,73,4,47,0.0,2,corporate auto,corporate l1,offer2,call center,424,four-door car,medsize,1
nevada,2449,no,basic,college,medical leave,m,20567,suburban,married,72,24,76,4.0,1,personal auto,personal l2,offer4,agent,345,four-door car,large,1
oregon,14727,no,basic,doctor,employed,f,97785,urban,single,73,35,36,0.0,2,personal auto,personal l1,offer1,call center,236,two-door car,medsize,2
oregon,2373,no,basic,bachelor,unemployed,m,0,suburban,married,65,32,88,0.0,1,corporate auto,corporate l2,offer1,agent,312,two-door car,medsize,1
arizona,4522,no,basic,college,unemployed,m,0,suburban,married,61,8,78,0.0,9,personal auto,personal l3,offer1,web,292,four-door car,medsize,2
oregon,2987,no,extended,college,unemployed,f,0,suburban,single,83,14,22,0.0,1,corporate auto,corporate l2,offer3,branch,708,four-door car,medsize,2
washington,8750,no,premium,high school or below,employed,f,25806,suburban,married,110,20,43,0.0,5,personal auto,personal l3,offer4,call center,528,four-door car,medsize,1
washington,7540,no,extended,doctor,employed,m,61726,suburban,married,96,33,30,2.0,4,personal auto,personal l3,offer2,agent,689,two-door car,medsize,2
,4254,no,basic,high school or below,disabled,f,11904,suburban,single,61,34,11,2.0,3,personal auto,personal l2,offer1,web,292,two-door car,small,2
oregon,10016,no,basic,master,employed,f,62900,rural,married,62,3,12,0.0,2,personal auto,personal l2,offer2,agent,83,two-door car,medsize,1
california,12564,no,basic,doctor,unemployed,m,0,suburban,married,68,15,52,0.0,2,personal auto,personal l3,offer2,web,326,four-door car,medsize,1
california,5963,no,basic,bachelor,employed,f,87020,urban,married,74,6,84,0.0,8,personal auto,personal l2,offer2,web,331,four-door car,small,1
nevada,3560,no,extended,college,employed,f,76769,rural,married,88,15,91,0.0,1,corporate auto,corporate l2,offer2,web,170,four-door car,medsize,1
oregon,4187,no,premium,master,employed,f,52471,rural,married,103,35,57,0.0,1,personal auto,personal l2,offer2,branch,163,two-door car,small,1
oregon,9414,no,extended,high school or below,retired,m,15741,suburban,divorced,132,14,4,0.0,4,special auto,special l1,offer3,web,633,suv,medsize,1
nevada,4468,no,basic,high school or below,unemployed,m,0,suburban,single,65,16,61,0.0,9,corporate auto,corporate l2,offer1,agent,468,two-door car,medsize,1
california,17822,no,extended,high school or below,employed,f,42696,suburban,single,228,17,50,0.0,9,personal auto,personal l2,offer3,call center,1273,luxury car,small,2
oregon,8086,no,basic,bachelor,employed,f,70811,rural,married,100,14,8,0.0,7,personal auto,personal l3,offer3,agent,141,sports car,medsize,2
california,4272,no,premium,college,unemployed,f,0,suburban,single,114,0,75,0.0,1,personal auto,personal l2,offer1,call center,1343,four-door car,small,2
washington,2499,no,basic,high school or below,employed,m,28082,suburban,married,64,9,63,0.0,1,personal auto,personal l2,offer2,branch,578,,,2
arizona,10970,no,extended,college,employed,f,38873,suburban,married,92,6,33,0.0,2,personal auto,personal l2,offer2,branch,599,two-door car,medsize,2
nevada,5226,no,basic,master,employed,m,76646,urban,married,65,3,30,0.0,9,personal auto,personal l3,offer2,branch,263,two-door car,medsize,1
arizona,2728,no,basic,high school or below,employed,m,44025,suburban,single,69,0,75,0.0,1,personal auto,personal l3,offer1,branch,331,two-door car,medsize,2
nevada,3209,no,extended,master,employed,f,78494,rural,divorced,79,6,40,0.0,1,personal auto,personal l3,offer2,web,122,two-door car,medsize,1
nevada,5437,no,basic,high school or below,employed,m,28343,suburban,married,69,19,88,0.0,8,personal auto,personal l2,offer2,branch,331,two-door car,medsize,2
arizona,5179,no,basic,bachelor,employed,f,35143,urban,married,65,15,37,0.0,9,corporate auto,corporate l3,offer1,agent,171,four-door car,medsize,1
oregon,2538,yes,basic,bachelor,retired,m,18608,suburban,divorced,71,13,24,0.0,1,corporate auto,corporate l3,offer2,web,340,four-door car,medsize,2
california,3834,no,extended,bachelor,employed,f,41341,rural,single,99,4,64,0.0,1,personal auto,personal l2,offer3,agent,240,four-door car,medsize,1
arizona,4533,no,basic,bachelor,employed,m,91967,rural,married,113,4,74,0.0,1,special auto,special l1,offer1,agent,156,suv,medsize,2
california,4904,yes,extended,college,retired,f,12902,suburban,divorced,139,3,51,0.0,1,personal auto,personal l3,offer1,agent,667,sports car,medsize,2
california,7411,no,basic,high school or below,unemployed,m,0,suburban,single,73,6,19,0.0,2,personal auto,personal l3,offer1,agent,525,four-door car,large,2
arizona,3413,no,extended,high school or below,medical leave,f,18168,suburban,married,87,25,50,0.0,1,personal auto,personal l2,offer2,agent,417,two-door car,medsize,2
arizona,7600,no,basic,high school or below,unemployed,f,0,suburban,single,70,3,94,0.0,2,personal auto,personal l2,offer1,agent,504,,,2
oregon,6650,no,extended,bachelor,unemployed,f,0,suburban,single,99,16,65,2.0,3,personal auto,personal l1,offer2,branch,712,,,2
oregon,2174,no,basic,high school or below,retired,m,16997,suburban,married,65,35,62,3.0,1,personal auto,personal l1,offer2,branch,468,two-door car,medsize,2
california,2526,no,basic,college,employed,f,33485,suburban,married,63,6,41,0.0,1,personal auto,personal l3,offer4,call center,343,four-door car,medsize,2
california,10937,no,extended,bachelor,employed,f,21450,suburban,married,138,15,35,0.0,4,personal auto,personal l2,offer1,branch,938,sports car,medsize,1
arizona,4282,yes,basic,college,employed,f,40864,rural,married,109,16,70,1.0,1,personal auto,personal l3,offer1,agent,166,,,2
washington,4930,no,basic,doctor,employed,m,70412,rural,married,61,27,12,0.0,3,corporate auto,corporate l3,offer3,web,136,two-door car,medsize,1
,12913,no,basic,master,employed,m,62448,suburban,married,107,0,11,0.0,2,personal auto,personal l3,offer1,branch,513,suv,medsize,1
oregon,5460,no,basic,master,employed,f,31530,suburban,married,69,24,47,1.0,3,personal auto,personal l3,offer1,branch,331,two-door car,medsize,2
california,14382,no,extended,college,employed,m,52174,urban,married,121,22,25,0.0,2,personal auto,personal l2,offer1,call center,403,suv,medsize,1
oregon,15519,no,extended,high school or below,medical leave,m,23402,suburban,divorced,82,3,28,0.0,2,personal auto,personal l3,offer3,agent,393,two-door car,medsize,1
california,12168,yes,basic,bachelor,retired,m,14973,suburban,divorced,115,2,75,0.0,2,personal auto,personal l2,offer1,branch,828,suv,medsize,2
arizona,14970,no,extended,high school or below,employed,m,85297,suburban,married,93,7,91,0.0,2,special auto,special l3,offer2,branch,620,two-door car,small,1
washington,4386,yes,basic,college,retired,m,10621,suburban,single,67,28,22,0.0,5,personal auto,personal l3,offer1,agent,321,four-door car,medsize,2
oregon,2378,no,basic,bachelor,unemployed,m,0,suburban,single,70,35,74,0.0,1,personal auto,personal l3,offer1,branch,734,four-door car,small,1
washington,5348,no,basic,bachelor,employed,m,31572,urban,married,70,14,95,3.0,3,personal auto,personal l2,offer2,call center,292,four-door car,medsize,1
arizona,2701,no,basic,high school or below,employed,f,76310,suburban,married,67,1,33,0.0,1,personal auto,personal l3,offer4,branch,321,two-door car,medsize,1
arizona,8324,no,extended,high school or below,unemployed,m,0,suburban,single,121,11,92,0.0,5,corporate auto,corporate l3,offer2,branch,871,sports car,medsize,1
arizona,8207,no,premium,college,employed,m,35349,suburban,married,102,7,2,0.0,4,personal auto,personal l3,offer1,web,489,four-door car,medsize,1
washington,2215,no,basic,college,unemployed,m,0,suburban,single,66,31,14,0.0,1,personal auto,personal l2,offer3,branch,389,two-door car,medsize,1
oregon,4627,no,extended,college,medical leave,f,29124,suburban,married,129,15,41,4.0,1,personal auto,personal l2,offer1,call center,619,suv,medsize,1
oregon,19088,no,basic,college,employed,f,32775,urban,divorced,61,10,73,0.0,2,personal auto,personal l1,offer1,branch,251,four-door car,small,1
oregon,8692,no,basic,high school or below,employed,f,97768,rural,divorced,72,15,14,0.0,2,personal auto,personal l1,offer3,agent,151,two-door car,medsize,1
nevada,2574,yes,basic,master,employed,f,34990,rural,single,65,23,73,0.0,1,personal auto,personal l3,offer2,web,42,four-door car,medsize,1
california,7685,no,premium,high school or below,unemployed,m,0,suburban,single,111,22,95,0.0,3,corporate auto,corporate l3,offer3,branch,799,four-door car,large,1
california,2302,no,basic,college,unemployed,f,0,suburban,single,63,13,48,0.0,1,corporate auto,corporate l2,offer3,web,732,four-door car,large,2
california,6412,no,extended,bachelor,employed,m,58776,suburban,divorced,83,20,50,2.0,4,personal auto,personal l3,offer3,branch,478,four-door car,medsize,1
,9414,no,extended,high school or below,retired,m,15741,suburban,divorced,132,14,4,0.0,4,special auto,special l1,offer3,web,633,suv,medsize,1
california,2582,yes,basic,bachelor,employed,f,76731,urban,married,64,2,68,0.0,1,personal auto,personal l2,offer2,agent,201,four-door car,medsize,2
oregon,16138,no,basic,master,employed,f,79041,rural,married,199,14,48,0.0,3,personal auto,personal l3,offer2,branch,419,luxury suv,small,2
,8204,no,basic,high school or below,unemployed,f,0,suburban,married,73,9,14,0.0,2,personal auto,personal l2,offer1,agent,350,four-door car,medsize,1
california,5103,no,basic,bachelor,employed,m,74948,urban,married,64,23,43,0.0,8,corporate auto,corporate l3,offer3,call center,216,four-door car,medsize,1
nevada,16473,yes,basic,bachelor,retired,m,22828,suburban,married,106,11,54,0.0,2,personal auto,personal l2,offer1,agent,508,,,2
oregon,4408,no,basic,college,employed,m,80640,urban,married,111,2,84,0.0,1,personal auto,personal l3,offer2,web,313,suv,medsize,2
arizona,23207,no,basic,master,employed,f,89918,urban,divorced,115,15,42,0.0,2,personal auto,personal l3,offer4,web,423,suv,medsize,2
california,5257,no,basic,high school or below,employed,m,56154,suburban,single,67,15,26,0.0,4,personal auto,personal l3,offer3,web,386,two-door car,small,1
washington,4896,no,basic,college,unemployed,f,0,suburban,single,71,9,6,0.0,3,personal auto,personal l3,offer2,agent,421,four-door car,large,1
oregon,7984,no,basic,high school or below,unemployed,f,0,suburban,single,72,1,77,0.0,2,personal auto,personal l3,offer2,call center,866,two-door car,large,2
arizona,8150,no,premium,bachelor,unemployed,m,0,suburban,single,114,11,20,0.0,3,personal auto,personal l2,offer2,branch,1310,four-door car,small,1
california,2420,no,basic,bachelor,employed,m,31710,urban,divorced,62,5,29,0.0,1,corporate auto,corporate l3,offer1,call center,199,two-door car,medsize,2
arizona,2725,no,basic,high school or below,employed,f,45025,suburban,married,69,35,85,1.0,1,personal auto,personal l2,offer1,agent,452,four-door car,medsize,1
california,15014,no,premium,college,employed,m,32961,suburban,married,190,15,53,0.0,3,corporate auto,corporate l2,offer1,branch,912,suv,small,1
california,5704,no,basic,master,employed,f,37675,suburban,single,71,25,80,0.0,3,personal auto,personal l2,offer1,agent,380,four-door car,medsize,1
california,4773,no,basic,bachelor,employed,f,27725,suburban,married,63,1,93,4.0,4,personal auto,personal l1,offer1,branch,302,four-door car,medsize,2
california,6672,no,premium,college,employed,f,50537,rural,married,165,10,35,0.0,1,personal auto,personal l3,offer1,branch,60,,,1
nevada,4462,yes,basic,bachelor,unemployed,f,0,suburban,single,73,35,52,3.0,5,personal auto,personal l3,offer1,web,350,two-door car,medsize,1
california,17526,no,extended,bachelor,employed,f,52228,suburban,married,220,29,72,1.0,8,personal auto,personal l3,offer3,agent,1056,luxury suv,medsize,1
arizona,2620,no,basic,master,employed,f,39278,rural,divorced,66,29,45,0.0,1,personal auto,personal l2,offer4,branch,65,four-door car,medsize,2
california,8509,yes,basic,master,disabled,m,26057,suburban,divorced,74,15,63,0.0,2,personal auto,personal l2,offer1,call center,523,four-door car,small,1
california,3242,no,extended,master,employed,f,72330,rural,married,81,2,50,2.0,1,personal auto,personal l3,offer2,call center,126,four-door car,small,2
california,11315,yes,premium,bachelor,disabled,f,11885,suburban,divorced,101,18,39,0.0,2,personal auto,personal l2,offer1,agent,484,four-door car,medsize,2
california,2347,no,basic,college,employed,m,31617,urban,single,62,17,29,1.0,1,personal auto,personal l1,offer1,agent,244,four-door car,small,2
california,5412,no,extended,college,unemployed,m,0,suburban,single,80,8,44,0.0,3,personal auto,personal l3,offer2,agent,576,four-door car,small,1
arizona,26763,no,basic,high school or below,employed,m,84178,rural,divorced,74,34,80,0.0,2,personal auto,personal l3,offer2,call center,12,two-door car,medsize,1
california,9406,no,basic,high school or below,employed,f,99189,rural,single,117,27,27,0.0,3,corporate auto,corporate l3,offer3,web,75,suv,medsize,2
,2596,no,basic,high school or below,unemployed,f,0,suburban,single,72,3,65,0.0,1,personal auto,personal l3,offer1,agent,345,two-door car,medsize,2
california,5493,no,basic,college,employed,f,44369,urban,married,68,13,22,0.0,8,personal auto,personal l3,offer4,call center,185,four-door car,medsize,1
arizona,8788,no,basic,high school or below,employed,m,91171,suburban,married,110,3,64,0.0,8,personal auto,personal l2,offer2,agent,771,suv,medsize,1
,2612,no,basic,college,employed,m,37073,suburban,married,66,16,35,0.0,1,personal auto,personal l3,offer2,branch,316,four-door car,medsize,1
california,4788,no,basic,high school or below,unemployed,f,0,suburban,married,67,2,49,1.0,3,personal auto,personal l2,offer2,web,321,two-door car,medsize,2
california,22110,no,basic,bachelor,employed,f,65724,rural,single,70,13,66,0.0,2,personal auto,personal l3,offer2,agent,14,four-door car,medsize,2
,3731,no,extended,high school or below,unemployed,f,0,suburban,married,96,31,34,0.0,1,corporate auto,corporate l3,offer1,agent,460,four-door car,large,2
oregon,4058,no,basic,bachelor,unemployed,m,0,suburban,single,117,13,69,0.0,1,personal auto,personal l1,offer3,web,842,sports car,medsize,2
arizona,3554,yes,extended,master,employed,f,58557,rural,married,88,4,83,0.0,1,personal auto,personal l2,offer1,branch,55,four-door car,large,1
oregon,5096,yes,basic,master,disabled,f,22886,suburban,divorced,65,9,81,0.0,3,special auto,special l1,offer1,agent,312,four-door car,small,1
california,2548,no,basic,bachelor,employed,m,47346,suburban,married,65,6,35,0.0,1,personal auto,personal l3,offer2,call center,312,four-door car,small,1
california,2538,no,basic,bachelor,employed,m,99824,suburban,married,63,1,56,0.0,1,special auto,special l2,offer1,agent,302,four-door car,medsize,2
california,11875,no,basic,high school or below,unemployed,m,0,suburban,married,108,23,55,0.0,2,personal auto,personal l2,offer2,branch,518,suv,medsize,1
oregon,3336,no,extended,high school or below,disabled,m,19447,suburban,married,89,6,6,0.0,1,corporate auto,corporate l3,offer2,call center,640,four-door car,medsize,1
nevada,9863,no,extended,master,employed,f,99654,rural,married,121,15,95,0.0,3,personal auto,personal l3,offer3,call center,272,suv,medsize,2
oregon,2506,no,basic,master,medical leave,f,17193,suburban,divorced,66,4,3,0.0,1,corporate auto,corporate l3,offer1,web,316,four-door car,medsize,2
california,3286,no,extended,high school or below,employed,m,30706,urban,married,84,6,34,0.0,1,personal auto,personal l2,offer2,agent,225,four-door car,medsize,2
california,2862,no,basic,college,employed,m,74034,urban,divorced,72,20,64,0.0,1,personal auto,personal l3,offer2,branch,267,four-door car,medsize,1
california,5392,no,basic,high school or below,employed,f,80550,urban,married,68,16,67,3.0,7,personal auto,personal l3,offer1,branch,265,four-door car,medsize,1
nevada,4582,no,basic,college,medical leave,m,19065,suburban,married,61,15,29,0.0,7,personal auto,personal l2,offer4,call center,292,two-door car,medsize,2
